影片,國文,,,英語,,,數學,,,自然,,,社會,,,總計,,,,,,,
班級,派出任務數,已完成任務數,完成率,派出任務數,已完成任務數,完成率,派出任務數,已完成任務數,完成率,派出任務數,已完成任務數,完成率,派出任務數,已完成任務數,完成率,派出任務數,已完成任務數,完成率,影片總數,,,,
五年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
六年1班,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,4,,,,
四年1班,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,7,,,,
三年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,
一年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,
二年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,
,,,,,,,,,,,,,,,,,,,,,,,
測驗,國文,,,,英語,,,,數學,,,,自然,,,,社會,,,,總計,,
班級,派出任務數,已完成任務數,完成率,正答率,派出任務數,已完成任務數,完成率,正答率,派出任務數,已完成任務數,完成率,正答率,派出任務數,已完成任務數,完成率,正答率,派出任務數,已完成任務數,完成率,正答率,派出任務數,已完成任務數,完成率
五年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
六年1班,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0
四年1班,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0.87,0.4,0,0,0,0,15,13,0.87
三年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二年1班,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
